product_id,name,image,display_size,storage_gb,key_selling_points,cam_ung,material,laptop_special_feature,laptop_nganh_hoc,ram_storage,ram_max_support,product_state,storage_max_support,nhu_cau_su_dung,manufacturer,filter_label,cpu_brand,is_installment,filter_id,warranty_info,product_weight,url_path,url_key,os_version,display_width,vga_brand,bluetooth_version,has_bluetooth,display_height,ram_type,cpu_series,o_cung_laptop,vga_type,ports_slots,width_mm,height_mm,depth_mm,display_type,battery_capacity,laptop_camera,laptop_cong_nghe_am_thanh,ram_slots,cpu_model,ram_speed,cpu_cores,laptop_tam_nen_man_hinh,root_price,discounted_price,cpu_max_speed,refresh_rate,cpu_threads,cpu_speed,vga_vram
70295,Laptop Acer Aspire 7 A715-76G-5806,/t/e/text_ng_n_14__3_3_1.png,15.6,512.0,"['Màn hình 15.6 inch Full HD cho không gian hiển thị tương đối rộng và rõ nét, màu sắc sống động', 'CPU Intel Core i5 12450H cùng card RTX 3050 cân mọi tác vụ văn phòng, thoả sức chiến các tựa game yêu thích', 'RAM 16 GB hỗ trợ nâng cấp tối đa 32 GB thoải mái thao tác với nhiều tabs Chrome mà không lo lag, giật', 'Ổ cứng SSD 512 GB rộng rãi giúp lưu trữ nhiều tệp tin, tài liệu nhanh chóng', 'Tần số quét 144 Hz giúp khung hình chuyển động trơn tru, hỗ trợ game thủ phản ứng nhanh chóng']",0,vỏ nhựa,"['Wi-Fi 6', 'Bảo mật vân tay']",['lập trình'],16.0,32.0,"['Nguyên hộp, đầy đủ phụ kiện từ nhà sản xuất', 'Bảo hành pin và bộ sạc 12 tháng']",1024.0,"['đồ họa - kỹ thuật', 'gaming']",acer,"Acer|512GB|Đồ họa - Kỹ thuật|Gaming|16GB|Intel Core i5|Trên 15 inch|Full HD|NVIDIA GeForce Series|Wi-Fi 6|Bảo mật vân tay|RTX 3050|Đồ hoạ 3D, chỉnh sửa video|Lập trình ",intel,0,manufacturer|hdd_sdd|nhu_cau_su_dung|nhu_cau_su_dung|laptop_ram|laptop_cpu|laptop_screen_size_filter|laptop_resolution_filter|laptop_vga_filter|laptop_special_feature|laptop_special_feature|laptop_filter_gpu|laptop_filter_tac_vu_su_dung|laptop_nganh_hoc,['Bảo hành 12 tháng tại trung tâm bảo hành Chính hãng. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất.'],2.1,laptop-acer-aspire-7-a715-76g-5806.html,laptop-acer-aspire-7-a715-76g-5806,windows 11,1920.0,nvidia,5.1,1,1080.0,DDR4,core i5,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB)",card rời,"1x USB Type-C (hỗ trợ USB, DisplayPort, Thunderbolt 4) <br> 1x Jack tai nghe 3.5 mm<br> 3x USB 3.2<br> 1x HDMI<br> 1x LAN (RJ45)",362.3,237.4,19.9,Acer ComfyView,50.0,hd,Acer Purified Voice <br> Acer TrueHarmony,2.0,12450H,3200.0,8.0,Tấm nền IPS,22990000.0,18390000.0,4.4,144.0,12.0,2.0,4.0
78880,Laptop ASUS Expertbook B1402CBA-NK2669W,/t/e/text_ng_n_12__5_19.png,14.0,512.0,"['Trang bị bộ vi xử lý Intel Core i5 mạnh mẽ, giúp xử lý hiệu quả các tác vụ từ cơ bản đến phức tạp', 'Hỗ trợ RAM 16GB và ổ cứng SSD 512GB, cho máy hoạt động nhanh chóng và mượt mà', 'Laptop có màn hình 14 inch với độ phân giải Full HD, cho phép xem phim, duyệt web hay chỉnh sửa ảnh cơ bản rõ ràng, sắc nét', 'Thiết kế phần vỏ máy cứng cáp, tạo nên một cấu trúc vững chắc và không kém phần sang trọng']",0,vỏ nhựa,"['Wi-Fi 6', 'Bảo mật vân tay']",['xã hội - kinh tế'],16.0,16.0,"['Nguyên hộp, đầy đủ phụ kiện từ nhà sản xuất', 'Bảo hành pin và bộ sạc 12 tháng']",512.0,['học tập - văn phòng'],asus,ASUS|512GB|Học tập - Văn phòng|16GB|Intel Core i5|Khoảng 14 inch|Full HD|Card Onboard|Wi-Fi 6|Bảo mật vân tay|Xã hội - kinh tế,intel,0,manufacturer|hdd_sdd|nhu_cau_su_dung|laptop_ram|laptop_cpu|laptop_screen_size_filter|laptop_resolution_filter|laptop_vga_filter|laptop_special_feature|laptop_special_feature|laptop_nganh_hoc,['Bảo hành 24 tháng tại trung tâm bảo hành Chính hãng. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất.'],1.49,laptop-asus-expertbook-b1402cba-nk2669w.html,laptop-asus-expertbook-b1402cba-nk2669w,windows 11,1920.0,intel,5.2,1,1080.0,DDR4,core i5,512GB M.2 2280 NVMe PCIe 4.0 SSD,card tích hợp,"1x USB 2.0 Type-A<br> 1x USB 3.2 Gen 1 Type-A<br> 1x USB 3.2 Gen 1 Type-C (Sạc)<br> 1x USB 3.2 Gen 2 Type-C (display / Sạc)<br> 1x HDMI 1.4, up to 1920x1080/60Hz<br> 1x 3.5mm Combo Audio Jack<br> 1x RJ45 Gigabit Ethernet",326.9,214.5,19.9,Độ sáng 250 nits <br> Độ phủ màu NTSC: 45%<br> Màn hình chống chói<br>Tỷ lệ tương phản 500:1,42.0,hd,Audio by Dirac<br> Loa tích hợp<br> Micrô mảng tích hợp,,1235U,,12.0,Tấm nền TN,19990000.0,12891000.0,4.4,60.0,,1.7,
86189,Laptop ASUS TUF Gaming A15 FA507NUR-LP101W,/t/e/text_ng_n_20__4_25.png,15.6,512.0,"['Hiệu năng gaming ấn tượng với CPU AMD Ryzen 7 7435HS và NVIDIA GeForce RTX 4050 6GB.', 'Màn hình 15.6 inch FHD với tần số quét 144Hz cho trải nghiệm chơi game mượt mà, hình ảnh sắc nét.', 'Ổ cứng SSD 512GB PCIe mang đến tốc độ truy xuất dữ liệu nhanh chóng, rút ngắn thời gian tải game.', 'Phong cách gaming đậm chất, mạnh mẽ với tông màu xám chủ đạo, thu hút mọi ánh nhìn.']",0,vỏ nhựa,['Wi-Fi 6'],"['lập trình', 'đồ hoạ']",16.0,32.0,"['Nguyên hộp, đầy đủ phụ kiện từ nhà sản xuất', 'Bảo hành pin và bộ sạc 12 tháng']",2048.0,"['đồ họa - kỹ thuật', 'gaming']",asus,"ASUS|512GB|Đồ họa - Kỹ thuật|Gaming|16GB|AMD Ryzen 7|Trên 15 inch|Full HD|NVIDIA GeForce Series|Wi-Fi 6|RTX 4050|Đồ hoạ 3D, chỉnh sửa video|Lập trình |Đồ hoạ",amd,0,manufacturer|hdd_sdd|nhu_cau_su_dung|nhu_cau_su_dung|laptop_ram|laptop_cpu|laptop_screen_size_filter|laptop_resolution_filter|laptop_vga_filter|laptop_special_feature|laptop_filter_gpu|laptop_filter_tac_vu_su_dung|laptop_nganh_hoc|laptop_nganh_hoc,['Bảo hành 24 tháng tại trung tâm bảo hành Chính hãng. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất.'],2.2,laptop-asus-tuf-gaming-a15-fa507nur-lp101w.html,laptop-asus-tuf-gaming-a15-fa507nur-lp101w,windows 11,1920.0,nvidia,5.3,1,1080.0,DDR5,ryzen 7,512GB PCIe 4.0 NVMe M.2 SSD (Nâng cấp tối đa 2TB),card rời,1x RJ45 LAN <br> 1x USB 3.2 Gen 2 Type-C<br> 1x USB 3.2 Gen 2 Type-C (DisplayPort / Sạc / G-SYNC)<br> 2x USB 3.2 Gen 1 Type-A<br> 1x HDMI 2.1 FRL<br>1x 3.5mm Combo Audio Jack,354.0,251.0,22.4,"Độ sáng 250nits<br>Độ phủ màu NTSC 72%, SRGB 100%, Adobe 75.35%<br>Màn hình chống chói<br>G-Sync",90.0,hd,Công nghệ khử tiếng ồn AI<br> Dolby Atmos<br> Hỗ trợ Microsoft Cortana trường gần/trường xa,2.0,7435HS,4800.0,8.0,Tấm nền IPS,28490000.0,24090000.0,4.5,144.0,16.0,3.1,6.0
84437,Laptop Lenovo LOQ 15ARP9 83JC003VVN,/t/e/text_ng_n_1__6_12.png,15.6,512.0,"['Trang bị CPU AMD Ryzen 7 7435HS mạnh mẽ cùng card đồ họa rời NVIDIA GeForce RTX 4050 6GB, mang đến trải nghiệm chơi game mượt mà ở mức cài đặt cao.', 'Tận hưởng hình ảnh sắc nét, chuyển động mượt mà với tần số quét 144Hz, loại bỏ hiện tượng giật lag, xé hình.', 'Ổ cứng SSD 512GB PCIe cho phép bạn lưu trữ thoải mái dữ liệu và truy cập ứng dụng nhanh chóng.', 'Lớp vỏ màu xám mạnh mẽ, bàn phím full-size với đèn nền RGB cá tính, tạo nên phong cách gaming nổi bật.', 'Trải nghiệm hệ điều hành Windows mới nhất với giao diện hiện đại, nhiều tính năng thông minh và bảo mật nâng cao.']",0,vỏ nhựa,['Wi-Fi 6'],"['lập trình', 'đồ hoạ']",12.0,32.0,"['Nguyên hộp, đầy đủ phụ kiện từ nhà sản xuất', 'Bảo hành pin và bộ sạc 12 tháng']",1024.0,"['đồ họa - kỹ thuật', 'gaming']",lenovo,"Lenovo|512GB|Đồ họa - Kỹ thuật|Gaming|12GB|AMD Ryzen 7|Trên 15 inch|Full HD|NVIDIA GeForce Series|Wi-Fi 6|RTX 4050|Đồ hoạ 3D, chỉnh sửa video|Lập trình |Đồ hoạ",amd,0,manufacturer|hdd_sdd|nhu_cau_su_dung|nhu_cau_su_dung|laptop_ram|laptop_cpu|laptop_screen_size_filter|laptop_resolution_filter|laptop_vga_filter|laptop_special_feature|laptop_filter_gpu|laptop_filter_tac_vu_su_dung|laptop_nganh_hoc|laptop_nganh_hoc,['Bảo hành 24 tháng tại trung tâm bảo hành Chính hãng. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất.'],2.38,laptop-lenovo-loq-15arp9-83jc003vvn.html,laptop-lenovo-loq-15arp9-83jc003vvn,windows 11,1920.0,nvidia,5.2,1,1080.0,DDR5,ryzen 7,"512GB SSD M.2 2242 PCIe 4.0x4 NVMe (hai ổ đĩa SSD M.2 2242, nâng cấp tối đa 1TB)",card rời,"1x USB-A <br> 2x USB-C (PD 140W / DisplayPort 1.4) 1x HDMI 2.1, tối đa 8K/60Hz <br> 1x Headphone / microphone combo jack (3.5mm) <br> 1x Ethernet (RJ-45) <br> 1x Đầu nối nguồn",359.9,258.7,21.9,Độ sáng 300 inits <br> Màn hình chống chói <br> Độ phủ màu 100% sRGB <br> G-Sync,60.0,hd,"Âm thanh độ nét cao (HD) <br> Realtek® ALC3287 codec <br> Loa âm thanh nổi, 2W x2 <br> Nahimic Audio",3.0,7435HS,4800.0,8.0,Tấm nền IPS,27490000.0,24090000.0,4.5,144.0,16.0,3.1,6.0
98803,Laptop Acer Aspire Lite Gen 2 AL14-52M-32KV,/t/e/text_ng_n_13__6_150.png,14.0,256.0,"['Trang bị bộ vi xử lý Intel Core i3-1305U, mang lại hiệu suất ổn định cho các tác vụ văn phòng và giải trí cơ bản.', 'Với RAM 8GB và ổ cứng SSD 256GB PCIe, máy cung cấp tốc độ truy xuất dữ liệu nhanh chóng, giúp xử lý đa nhiệm mượt mà.', 'Màn hình 14.0 inch WUXGA cho hình ảnh sắc nét và màu sắc sống động, phù hợp cho cả công việc lẫn giải trí.', 'Cài sẵn Windows 11, người dùng có thể tận hưởng những tính năng mới nhất và cải tiến trong trải nghiệm sử dụng.']",0,vỏ nhựa - nắp lưng kim loại,['Wi-Fi 6'],['xã hội - kinh tế'],8.0,64.0,"['Nguyên hộp, đầy đủ phụ kiện từ nhà sản xuất', 'Bảo hành pin và bộ sạc 12 tháng']",2048.0,['học tập - văn phòng'],acer,"Acer|256GB|Học tập - Văn phòng|8GB|Intel Core i3|Khoảng 14 inch|WUXGA|Card Onboard|Wi-Fi 6|Đồ hoạ 2D, edit hình ảnh|Xã hội - kinh tế",intel,0,manufacturer|hdd_sdd|nhu_cau_su_dung|laptop_ram|laptop_cpu|laptop_screen_size_filter|laptop_resolution_filter|laptop_vga_filter|laptop_special_feature|laptop_filter_tac_vu_su_dung|laptop_nganh_hoc,['Bảo hành 12 tháng tại trung tâm bảo hành Chính hãng. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất.'],1.5,laptop-acer-aspire-lite-gen-2-al14-52m-32kv.html,laptop-acer-aspire-lite-gen-2-al14-52m-32kv,windows 11,1920.0,intel,5.1,1,1200.0,DDR5,core i3,256GB PCIe NVMe SSD (nâng cấp tối đa 2TB SSD),card tích hợp,"1x USB Type-C<br> 3x Cổng USB-A<br> Đầu đọc thẻ MicroSD<br> Cổng HDMI 1.4 hỗ trợ HDCP<br> Giắc cắm tai nghe/loa 3.5 mm, hỗ trợ tai nghe có micrô tích hợp",313.3,218.0,16.9,Độ sáng 300 nits <br>Độ phủ màu 45% NTSC,58.0,full hd,Hai loa stereo tích hợp<br> Hai micrô kỹ thuật số tích hợp,2.0,1305U,2400.0,5.0,Tấm nền IPS,9990000.0,9496000.0,4.5,60.0,6.0,3.3,
89270,Laptop HP Gaming Victus 16-S0173AX A9LG9PA,/t/e/text_ng_n_24__2_36.png,16.1,512.0,"['Trang bị bộ vi xử lý AMD Ryzen 5 7640HS, mang lại hiệu suất ổn định cho các trò chơi và ứng dụng nặng.', 'Với 16GB RAM và ổ cứng 512GB PCIe, máy cho phép đa nhiệm hiệu quả và khởi động nhanh chóng.', 'Card đồ họa NVIDIA GeForce RTX 3050 6GB giúp xử lý mượt mà các tựa game hiện đại và ứng dụng đồ họa.', 'Màn hình 16.1 inch FHD với tần số quét 144Hz cung cấp hình ảnh sắc nét và trải nghiệm chơi game mượt mà.']",0,vỏ nhựa,"['Viền màn hình siêu mỏng', 'Wi-Fi 6']","['lập trình', 'đồ hoạ']",16.0,16.0,"['Nguyên hộp, đầy đủ phụ kiện từ nhà sản xuất', 'Bảo hành pin và bộ sạc 12 tháng']",512.0,"['đồ họa - kỹ thuật', 'gaming']",hp,"HP|512GB|Đồ họa - Kỹ thuật|Gaming|16GB|AMD Ryzen 5|Trên 15 inch|Full HD|NVIDIA GeForce Series|Viền màn hình siêu mỏng|Wi-Fi 6|RTX 3050|Đồ hoạ 3D, chỉnh sửa video|Lập trình |Đồ hoạ",amd,0,manufacturer|hdd_sdd|nhu_cau_su_dung|nhu_cau_su_dung|laptop_ram|laptop_cpu|laptop_screen_size_filter|laptop_resolution_filter|laptop_vga_filter|laptop_special_feature|laptop_special_feature|laptop_filter_gpu|laptop_filter_tac_vu_su_dung|laptop_nganh_hoc|laptop_nganh_hoc,['Bảo hành 12 tháng tại trung tâm bảo hành Chính hãng. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất.'],2.31,laptop-hp-gaming-victus-16-s0173ax-a9lg9pa.html,laptop-hp-gaming-victus-16-s0173ax-a9lg9pa,windows 11,1920.0,nvidia,5.3,1,1080.0,DDR5,ryzen 5,512 GB PCIe Gen4 NVMeTM M.2 SSD,card rời,"1x USB Type-A (HP Sleep and Charge)<br> 1x USB Type-C (Sac, DisplayPortTM 1.4a, HP Sleep and Charge)<br> 2x USB Type-A<br> 1x HDMI 2.1<br> 1x RJ-45<br> 1x Bộ chuyển đổi điện xoay chiều thông minh<br> 1x Cổng kết hợp tai nghe/micrô",369.0,369.0,259.4,Độ phủ màu 45% NTSC<br>Độ sáng 250 nits<br>Màn hình chống chói,70.0,full hd,Công nghệ âm thanh của B&O <br> Loa kép<br> HP Audio Boost,2.0,7640HS,5600.0,6.0,Tấm nền IPS,27390000.0,19590000.0,5.0,144.0,12.0,,6.0
88243,Laptop HP 15-FD0237TU 9Q972PA,/t/e/text_ng_n_24__2_30.png,15.6,512.0,"['Vi xử lý Intel Core i5-1334U, RAM 8GB + 8GB và ổ cứng SSD 512GB PCIe mang đến hiệu suất mượt mà cho các tác vụ hàng ngày, học tập và giải trí.', 'Màn hình 15.6 inch độ phân giải Full HD (1920 x 1080) cho hình ảnh rõ nét, sống động, mang đến trải nghiệm thị giác tuyệt vời.', 'Vỏ máy màu bạc thanh lịch, mỏng nhẹ, dễ dàng mang theo bên mình, phù hợp cho học sinh, sinh viên và người dùng di động.', 'Được cài đặt sẵn Windows 11, bạn có thể sử dụng ngay sau khi mua, sẵn sàng cho mọi công việc và giải trí.']",0,vỏ kim loại,"['Viền màn hình siêu mỏng', 'Wi-Fi 6']",['xã hội - kinh tế'],16.0,24.0,"['Nguyên hộp, đầy đủ phụ kiện từ nhà sản xuất', 'Bảo hành pin và bộ sạc 12 tháng']",512.0,['học tập - văn phòng'],hp,"HP|512GB|Học tập - Văn phòng|16GB|Intel Core i5|Trên 15 inch|Full HD|Card Onboard|Viền màn hình siêu mỏng|Wi-Fi 6|Đồ hoạ 2D, edit hình ảnh|Xã hội - kinh tế",intel,0,manufacturer|hdd_sdd|nhu_cau_su_dung|laptop_ram|laptop_cpu|laptop_screen_size_filter|laptop_resolution_filter|laptop_vga_filter|laptop_special_feature|laptop_special_feature|laptop_filter_tac_vu_su_dung|laptop_nganh_hoc,['Bảo hành 12 tháng tại trung tâm bảo hành Chính hãng. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất.'],1.59,laptop-hp-15-fd0237tu.html,laptop-hp-15-fd0237tu,windows 11,1920.0,intel,5.3,1,1080.0,DDR4,core i5,512GB SSD,card tích hợp,1x USB Type-C 5Gbps<br> 2x USB Type-A 5Gbps<br> 1x HDMI 1.4b<br> 1x AC smart pin<br> 1x headphone/microphone combo,359.8,236.0,18.6,Màn hình chống chói <br>Độ sáng 250 nits<br>Độ phủ màu 45% NTSC,41.0,hd,,2.0,1334U,3200.0,10.0,,18390000.0,14590000.0,4.6,,12.0,,
88237,Laptop ASUS Vivobook 14 OLED A1405ZA-KM263W,/t/e/text_ng_n_14__6_33.png,14.0,512.0,"['Trải nghiệm hình ảnh tuyệt đẹp với màn hình OLED 2.8K, mang đến màu sắc rực rỡ, độ tương phản cao và góc nhìn rộng.', 'Vi xử lý Intel Core i7-12700H, RAM 16GB và ổ cứng SSD 512GB PCIe đảm bảo hiệu suất mượt mà cho mọi tác vụ, từ làm việc đến giải trí.', 'Vỏ máy màu bạc sang trọng, mỏng nhẹ, tạo nên vẻ ngoài tinh tế và hiện đại, phù hợp với mọi phong cách.', 'Cổng kết nối đầy đủ, bao gồm USB-C, USB-A, HDMI, giúp bạn dễ dàng kết nối với các thiết bị ngoại vi.']",0,vỏ nhựa,"['Wi-Fi 6', 'Bảo mật vân tay']",['xã hội - kinh tế'],16.0,16.0,"['Nguyên hộp, đầy đủ phụ kiện từ nhà sản xuất', 'Bảo hành pin và bộ sạc 12 tháng']",512.0,['học tập - văn phòng'],asus,"ASUS|512GB|Học tập - Văn phòng|16GB|Intel Core i7|Khoảng 14 inch|2.8K|Card Onboard|Wi-Fi 6|Bảo mật vân tay|Đồ hoạ 2D, edit hình ảnh|Xã hội - kinh tế",intel,0,manufacturer|hdd_sdd|nhu_cau_su_dung|laptop_ram|laptop_cpu|laptop_screen_size_filter|laptop_resolution_filter|laptop_vga_filter|laptop_special_feature|laptop_special_feature|laptop_filter_tac_vu_su_dung|laptop_nganh_hoc,['Bảo hành 24 tháng tại trung tâm bảo hành Chính hãng. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất.'],1.6,laptop-asus-vivobook-14-oled-a1405za-km263w.html,laptop-asus-vivobook-14-oled-a1405za-km263w,windows 11,2880.0,intel,5.3,1,1800.0,DDR4,core i7,512GB M.2 NVMe PCIe 3.0 SSD,card tích hợp,1x USB 2.0 Type-A<br>  1x USB 3.2 Gen 1 Type-C<br>  2x USB 3.2 Gen 1 Type-A<br>  1x HDMI 1.4<br>  1x Headphone out<br>  1x DC-in,317.1,222.0,19.9,Thời gain phản hồi 0.2ms<br>Độ sáng 600nits HDR peak brightness<br>Độ phủ màu 100% DCI-P3<br>Gamut mapping<br>HDR True Black 600<br>1.07 tỷ màu<br>SGS Eye Care Display<br>Giảm 70% ánh sáng xanh có hại,50.0,hd,SonicMaster<br> Loa tích hợp<br> Micrô mảng tích hợp,2.0,12700H,,14.0,Tấm nền Oled,20490000.0,17590000.0,4.7,90.0,,2.3,
97921,Laptop HP 14S-DQ5121TU 8W355PA,/t/e/text_ng_n_22__4_33.png,14.0,512.0,"['Laptop trang bị bộ vi xử lý Intel Core i3-1215U, mang lại hiệu suất ổn định cho các tác vụ hàng ngày.', 'Với 8GB RAM, máy đủ khả năng xử lý đa nhiệm cơ bản mà không gặp vấn đề lag.', 'Ổ cứng 512GB PCIE cung cấp không gian lưu trữ rộng rãi và tốc độ truy xuất dữ liệu nhanh chóng.', 'Màn hình 14.0 inch với độ phân giải FHD mang đến hình ảnh sắc nét, giúp người dùng dễ dàng theo dõi nội dung trong công việc và giải trí.']",0,vỏ kim loại,['Wi-Fi 6'],['xã hội - kinh tế'],8.0,16.0,"['Nguyên hộp, đầy đủ phụ kiện từ nhà sản xuất', 'Bảo hành pin và bộ sạc 12 tháng']",512.0,"['học tập - văn phòng', 'mỏng nhẹ']",hp,"HP|512GB|Học tập - Văn phòng|Mỏng nhẹ|8GB|Intel Core i3|Khoảng 14 inch|Full HD|Card Onboard|Wi-Fi 6|Đồ hoạ 2D, edit hình ảnh|Xã hội - kinh tế",intel,0,manufacturer|hdd_sdd|nhu_cau_su_dung|nhu_cau_su_dung|laptop_ram|laptop_cpu|laptop_screen_size_filter|laptop_resolution_filter|laptop_vga_filter|laptop_special_feature|laptop_filter_tac_vu_su_dung|laptop_nganh_hoc,['Bảo hành 12 tháng tại trung tâm bảo hành Chính hãng. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất.'],1.36,laptop-hp-14s-dq5121tu-8w355pa.html,laptop-hp-14s-dq5121tu-8w355pa,windows 11,1920.0,intel,5.0,1,1080.0,DDR4,core i3,512GB SSD PCIe (M.2 2280),card tích hợp,2 x USB 3.2 Gen 1 Type-A <br> 1 x USB 3.2 Gen 1 Type-C<br> 1 x HDMI <br> 1 x Headphone/ Microphone combo audio jack,324.0,225.0,17.9,,41.04,,Realtek High Definition Audio,2.0,1215U,3200.0,6.0,,12990000.0,9690000.0,4.4,,,,
84433,Laptop Lenovo ThinkBook 16 G6 IRL 21KH00Q0VN,/t/e/text_ng_n_4__6_21.png,16.0,512.0,"['Sức mạnh của máy đến từ vi xử lý Intel Core i5-13420H thế hệ 13, kết hợp cùng 16GB RAM và ổ cứng SSD 512GB cho khả năng xử lý mượt mà mọi tác vụ.', 'Màn hình 16 inch độ phân giải WUXGA mang đến không gian hiển thị rộng rãi, sắc nét, đáp ứng tốt nhu cầu làm việc lẫn giải trí.', 'Thiết kế của ThinkBook 16 G6 toát lên vẻ sang trọng, hiện đại nhưng vẫn đảm bảo độ bền bỉ cần thiết.', 'Máy được cài sẵn hệ điều hành Windows 11 bản quyền.']",0,vỏ nhựa - nắp lưng kim loại,"['Wi-Fi 6', 'Bảo mật vân tay', 'Nhận diện khuôn mặt']",['xã hội - kinh tế'],16.0,64.0,"['Nguyên hộp, đầy đủ phụ kiện từ nhà sản xuất', 'Bảo hành pin và bộ sạc 12 tháng']",2048.0,['học tập - văn phòng'],lenovo,"Lenovo|512GB|Học tập - Văn phòng|16GB|Intel Core i5|Trên 15 inch|WUXGA|Card Onboard|Wi-Fi 6|Bảo mật vân tay|Nhận diện khuôn mặt|Đồ hoạ 2D, edit hình ảnh|Xã hội - kinh tế",intel,0,manufacturer|hdd_sdd|nhu_cau_su_dung|laptop_ram|laptop_cpu|laptop_screen_size_filter|laptop_resolution_filter|laptop_vga_filter|laptop_special_feature|laptop_special_feature|laptop_special_feature|laptop_filter_tac_vu_su_dung|laptop_nganh_hoc,['Bảo hành 24 tháng tại trung tâm bảo hành Chính hãng. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất.'],1.7,laptop-lenovo-thinkbook-16-g6-irl-21kh00q0vn.html,laptop-lenovo-thinkbook-16-g6-irl-21kh00q0vn,windows 11,1920.0,intel,5.3,1,1200.0,DDR5,core i5,"512GB SSD M.2 2242 PCIe 4.0x4 NVMe (Tối đa hai ổ đĩa, SSD 2x M.2, nâng cấp tối đa 2TB)",card tích hợp,"2x USB 3.2 Gen 1 <br> 1x USB-C 3.2 Gen 2 (Truyền dữ liệu, Power Delivery 3.0, DisplayPort 1.4)<br> 1x Thunderbolt 4 / USB4 40Gbps<br> 1x HDMI 2.1, up to 4K/60Hz<br> 1x Headphone / microphone combo jack<br> 1x Ethernet (RJ-45)<br> 1x SD card reader",356.0,253.5,17.5,Độ sáng 300nits <br> Màn hình chống chói<br> Độ phủ màu 45% NTSC,71.0,full hd,"Âm thanh độ phân giải cao (HD)<br> codec Realtek ALC3287<br> Loa âm thanh nổi, 2W x2<br> Dolby Audio",2.0,13420H,5200.0,8.0,Tấm nền IPS,20490000.0,17590000.0,4.6,,12.0,2.1,
82804,Laptop ASUS Vivobook 15 OLED A1505VA MA468W,/l/a/laptop-asus-vivobook-15-oled-a1505va-ma468w.png,15.6,512.0,"['Màn hình OLED 2.8K với tần số quét 120Hz cho hình ảnh sắc nét, màu sắc rực rỡ và chuyển động mượt mà.', 'Card đồ họa Intel Iris Xe Graphics cho hiệu năng mạnh mẽ để xử lý các tác vụ đa nhiệm, chỉnh sửa ảnh, video đơn giản và chơi game nhẹ.', 'Công nghệ âm thanh SonicMaster - Mang đến âm thanh sống động và chi tiết.', 'Với thiết kế mỏng nhẹ chỉ 1.7kg dễ dàng mang theo bên mình, đồng thời vẫn đảm bảo độ bền bỉ và chắc chắn.']",0,vỏ nhựa,"['Wi-Fi 6', 'Bảo mật vân tay', 'Màn hình Oled']",['xã hội - kinh tế'],16.0,16.0,"['Mới, đầy đủ phụ kiện từ nhà sản xuất']",512.0,['học tập - văn phòng'],asus,ASUS|512GB|Học tập - Văn phòng|16GB|Intel Core i5|Trên 15 inch|2.8K|Card Onboard|Wi-Fi 6|Bảo mật vân tay|Màn hình Oled|Xã hội - kinh tế,intel,0,manufacturer|hdd_sdd|nhu_cau_su_dung|laptop_ram|laptop_cpu|laptop_screen_size_filter|laptop_resolution_filter|laptop_vga_filter|laptop_special_feature|laptop_special_feature|laptop_special_feature|laptop_nganh_hoc,['Bảo hành 24 tháng tại trung tâm bảo hành Chính hãng. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất.'],1.7,laptop-asus-vivobook-15-oled-a1505va-ma468w.html,laptop-asus-vivobook-15-oled-a1505va-ma468w,windows 11,2880.0,intel,5.3,1,1620.0,DDR4,core i5,512GB M.2 NVMe PCIe 3.0 SSD,card tích hợp,1x USB 2.0 Type-A<br> 1x USB 3.2 Gen 1 Type-C (Hỗ trợ sạc)<br> 2x USB 3.2 Gen 1 Type-A<br> 1x HDMI 1.4<br> 1x 3.5mm Combo Audio Jack<br> 1x DC-in,356.8,227.6,19.9,16:9<br>Độ sáng tối đa HDR 600 nits<br>Độ phủ màu 100% DCI-P3<br>tỷ lệ tương phản 1.000.000:1<br>HDR True Black 600<br>1.07 tỷ màu<br>Ánh sáng xanh ít gây hại hơn 70%<br>Chứng nhận TÜV Rheinland<br> SGS Màn hình chăm sóc mắt,50.0,hd,SonicMaster <br>Built-in speaker <br> Built-in array microphone,1.0,13500H,,12.0,Tấm nền Oled,20990000.0,17090000.0,4.7,120.0,16.0,2.6,
